,Address,Latitude,Longitude,Price,Beds,Website,Posted,Area,Minimum_Beds,Maximum_Beds,Minimum_Cost,Maximum_Cost,Average_Cost,Distance_from_GIES(miles),Distance_from_iSchool(miles),Distance_from_Grainger(miles),Distance_from_CountyMarket,,Rating,Cost_per_Person,Pet_friendly,Dish_washer_in_unit,Wahingmachine_in _unit,Parking,Wifi,water/electricity/trash management,Air_conditioning,Television,Fully_furnished,Latitude(gies),Longitude(gies),Latitude(ischool),Longitude(ischool),Latitude(eng),Longitude(eng),Latitude(countymarket),Longitude(countymarket)
374,Town and Country1032 E Kerr Ave Urbana IL 61801,40.1222981,-88.1972664,550 - 981,1-2,Apartments.com,New,Urbana,1,2,550,981,765.5,2.152019751,2.072964571,1.75798335,5.407874267,,2,490.5,1,0,0,1,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
375,Skyline Tower519 E Green St Champaign IL 61820,40.1100984,-88.230677,1850 - 2775,2-3,Apartments.com,11 hours Ago,Champaign,2,3,1850,2775,2312.5,0.4504591637,0.1745147515,0.2023419083,3.470540734,,2,925,0,0,1,1,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
376,Gentry Square Apartments1712 Gentry Square Ln Champaign IL 61821,40.092248,-88.27505,900 - 1515,1-2,Apartments.com,5 hours Ago,Champaign,1,2,900,1515,1207.5,2.514809087,2.535592356,2.847180306,1.042724958,,2,757.5,1,0,0,0,1,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
377,Westgate Apartments LLC1600 W Bradley Ave Champaign IL 61821,40.1281324,-88.2747459,590 - 866,1-2,Apartments.com,New,Champaign,1,2,590,866,728,2.915359479,2.687351227,2.792623756,2.402337505,,3,433,1,0,1,1,1,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
378,Student Housing - HERE Champaign308 E Green St Champaign IL 61820,40.110503,-88.234227,749 - 1319,2-4,Apartments.com,7 hours Ago,Champaign,2,4,749,1319,1034,0.5295462639,0.2437824763,0.3840349227,3.298218757,,3,329.75,0,1,0,0,0,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
379,Latitude608 E University Ave Champaign IL 61820,40.1166544,-88.2297642,725 - 2499,1-4,Apartments.com,7 hours Ago,Champaign,1,4,725,2499,1612,0.9013084577,0.6286792351,0.4279069016,3.66303155,,2,624.75,1,0,1,1,0,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
380,520 Neil520 N Neil St Champaign IL 61820,40.1208835,-88.2432553,1595,1-2,Apartments.com,6 hours Ago,Champaign,1,2,1595,1595,1595,1.387975835,1.104992103,1.105295057,3.15987423,,2,797.5,1,1,1,0,0,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
381,Hunters Pond Apartment Homes2717 Hunters Pond Run Champaign IL 61820,40.1483209,-88.2446866,863 - 1390,1-2,Apartments.com,New,Champaign,1,2,863,1390,1126.5,3.187199403,2.894860075,2.7535427,4.419838834,,3,695,1,1,0,0,0,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
382,Watersedge936 Waterview Way Champaign IL 61822,40.1508051,-88.2601105,895 - 1285,1-3,Apartments.com,6 hours Ago,Champaign,1,3,895,1285,1090,3.631783192,3.342590652,3.269445361,4.148990924,,5,428.3333333,0,1,0,0,1,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
383,First Column Student Living512 E Green St Champaign IL 61820,40.1105814,-88.2314749,709 - 925,2-4,Apartments.com,1 day Ago,Champaign,2,4,709,925,817,0.4893141188,0.2023005426,0.2385691369,3.439144664,,3,231.25,0,1,1,0,1,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
384,Baytowne Apartments LLC1000 Baytowne Dr Champaign IL 61822,40.1421546,-88.2664718,865 - 1780,1-2,Apartments.com,New,Champaign,1,2,865,1780,1322.5,3.291972283,3.015806548,3.005948203,3.465159597,,2,890,1,0,1,1,0,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
385,Lancaster Apartments112 E Chalmers St Champaign IL 61820,40.1066871,-88.2373005,710 - 770,3-4,Apartments.com,1 day Ago,Champaign,3,4,710,770,740,0.4476324441,0.3133924242,0.6166152042,3.073020117,,4,192.5,0,0,0,0,1,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
386,Fields South3301 Fields South Dr Champaign IL 61822,40.0855894,-88.3084813,1150 - 1950,1-3,Apartments.com,1 day Ago,Champaign,1,3,1150,1950,1550,4.338784156,4.344693365,4.647850563,1.082250548,,5,650,1,1,1,0,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
387,Maywood Apartments51 E John St Champaign IL 61820,40.1085129,-88.2396968,675 - 795,2-4,Apartments.com,1 day Ago,Champaign,2,4,675,795,735,0.6210739439,0.4368771491,0.6913476369,2.982060662,,4,198.75,1,1,1,1,1,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
388,Seven07707 S 4th St Champaign IL 61820,40.100216,-88.2333551,799 - 1670,-4,Apartments.com,5 day Ago,Champaign,,4,799,1670,1234.5,0.2989478017,0.5230992007,0.8078825929,3.211473394,,3,417.5,1,0,0,1,0,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
389,Colonial Apartments1101 S Mattis Ave Champaign IL 61821,40.1078681,-88.2760696,510 - 900,1-3,Apartments.com,2 weeks Ago,Champaign,1,3,510,900,705,2.460400534,2.355012208,2.602592235,1.223235104,,3,300,0,1,0,0,1,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
390,Place at 117117 Sterling Ct Savoy IL 61874,40.067406,-88.239682,340 - 560,2-4,Apartments.com,7 hours Ago,Champaign,2,4,340,560,450,2.554936204,2.814252842,3.075360521,3.50688452,,5,140,1,0,0,0,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
391,Capstone Quarters1901 N Lincoln Ave Urbana IL 61801,40.1299451,-88.2201183,475 - 625,2-4,Apartments.com,1 day Ago,Urbana,2,4,475,625,550,1.890819946,1.653574242,1.36877836,4.529749158,,5,156.25,0,1,1,0,1,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
392,Amber Pointe2002 E Amber Ln Urbana IL 61802,40.0878276,-88.1821972,870 - 1015,1-2,Apartments.com,4 day Ago,Urbana,1,2,870,1015,942.5,2.74444816,2.944240943,2.851075979,5.937286525,,4,507.5,1,1,0,0,1,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
393,Michigan East - Campus Property Management404 E Michigan Ave Urbana IL 61801,40.1025188,-88.2032589,550 - 824,1-3,Apartments.com,1 week Ago,Urbana,1,3,550,824,687,1.407164102,1.53439283,1.378820609,4.80973799,,2,274.6666667,0,0,0,1,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
394,Windsor West Apartments2502 Fields South Dr Champaign IL 61822,40.0818554,-88.3084213,1040 - 1495,1-3,Apartments.com,New,Champaign,1,3,1040,1495,1267.5,4.416862574,4.438994547,4.747952106,1.27513954,,2,498.3333333,0,1,1,1,0,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
395,Student Housing - West Quad29 E Green St Champaign IL 61820,40.1100114,-88.2413645,724 - 1619,1-4,Apartments.com,7 hours Ago,Champaign,1,4,724,1619,1171.5,0.7524073835,0.5458266735,0.7626526325,2.928479558,,3,404.75,1,1,1,0,0,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
396,The Legends4422 Nicklaus Dr Champaign IL 61822,40.0764014,-88.3173633,980 - 1515,1-3,Apartments.com,New,Champaign,1,3,980,1515,1247.5,4.993465368,5.02573718,5.3374959,1.866518669,,5,505,0,1,1,0,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
397,1107 S 2nd St1107 S 2nd St Champaign IL 61820,40.1044803,-88.2379551,2380,4,Apartments.com,1 week Ago,Champaign,4,4,2380,2380,2380,0.4327155588,0.4052326071,0.7279761044,3.008122261,,3,595,1,1,0,0,1,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
398,Gramercy Park Apartments2106 W White St Champaign IL 61821,40.1150054,-88.2839431,585 - 665,1-2,Apartments.com,2 weeks Ago,Champaign,1,2,585,665,625,2.96513618,2.817075231,3.024107228,1.376192748,,3,332.5,1,0,0,1,1,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
399,Town and Country1032 E Kerr Ave Urbana IL 61801,40.1222981,-88.1972664,550 - 981,1-2,Apartments.com,New,Urbana,1,2,550,981,765.5,2.152019751,2.072964571,1.75798335,5.407874267,,3,490.5,1,1,1,1,0,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
400,Skyline Tower519 E Green St Champaign IL 61820,40.1100984,-88.230677,1850 - 2775,2-3,Apartments.com,11 hours Ago,Champaign,2,3,1850,2775,2312.5,0.4504591637,0.1745147515,0.2023419083,3.470540734,,5,925,1,0,1,1,0,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
401,Gentry Square Apartments1712 Gentry Square Ln Champaign IL 61821,40.092248,-88.27505,900 - 1515,1-2,Apartments.com,5 hours Ago,Champaign,1,2,900,1515,1207.5,2.514809087,2.535592356,2.847180306,1.042724958,,3,757.5,1,0,1,0,0,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
402,Westgate Apartments LLC1600 W Bradley Ave Champaign IL 61821,40.1281324,-88.2747459,590 - 866,1-2,Apartments.com,New,Champaign,1,2,590,866,728,2.915359479,2.687351227,2.792623756,2.402337505,,4,433,1,1,1,1,1,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
403,Student Housing - HERE Champaign308 E Green St Champaign IL 61820,40.110503,-88.234227,749 - 1319,2-4,Apartments.com,7 hours Ago,Champaign,2,4,749,1319,1034,0.5295462639,0.2437824763,0.3840349227,3.298218757,,3,329.75,1,0,1,1,1,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
404,Latitude608 E University Ave Champaign IL 61820,40.1166544,-88.2297642,725 - 2499,1-4,Apartments.com,7 hours Ago,Champaign,1,4,725,2499,1612,0.9013084577,0.6286792351,0.4279069016,3.66303155,,3,624.75,1,0,0,1,1,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
405,520 Neil520 N Neil St Champaign IL 61820,40.1208835,-88.2432553,1595,1-2,Apartments.com,6 hours Ago,Champaign,1,2,1595,1595,1595,1.387975835,1.104992103,1.105295057,3.15987423,,2,797.5,0,1,0,0,0,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
406,Hunters Pond Apartment Homes2717 Hunters Pond Run Champaign IL 61820,40.1483209,-88.2446866,863 - 1390,1-2,Apartments.com,New,Champaign,1,2,863,1390,1126.5,3.187199403,2.894860075,2.7535427,4.419838834,,3,695,0,1,0,0,1,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
407,Watersedge936 Waterview Way Champaign IL 61822,40.1508051,-88.2601105,895 - 1285,1-3,Apartments.com,6 hours Ago,Champaign,1,3,895,1285,1090,3.631783192,3.342590652,3.269445361,4.148990924,,3,428.3333333,0,0,1,1,0,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
408,First Column Student Living512 E Green St Champaign IL 61820,40.1105814,-88.2314749,709 - 925,2-4,Apartments.com,1 day Ago,Champaign,2,4,709,925,817,0.4893141188,0.2023005426,0.2385691369,3.439144664,,5,231.25,1,0,0,1,0,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
409,Baytowne Apartments LLC1000 Baytowne Dr Champaign IL 61822,40.1421546,-88.2664718,865 - 1780,1-2,Apartments.com,New,Champaign,1,2,865,1780,1322.5,3.291972283,3.015806548,3.005948203,3.465159597,,5,890,0,1,0,0,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
410,Lancaster Apartments112 E Chalmers St Champaign IL 61820,40.1066871,-88.2373005,710 - 770,3-4,Apartments.com,1 day Ago,Champaign,3,4,710,770,740,0.4476324441,0.3133924242,0.6166152042,3.073020117,,2,192.5,1,0,0,0,1,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
411,Fields South3301 Fields South Dr Champaign IL 61822,40.0855894,-88.3084813,1150 - 1950,1-3,Apartments.com,1 day Ago,Champaign,1,3,1150,1950,1550,4.338784156,4.344693365,4.647850563,1.082250548,,4,650,1,0,0,1,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
412,Maywood Apartments51 E John St Champaign IL 61820,40.1085129,-88.2396968,675 - 795,2-4,Apartments.com,1 day Ago,Champaign,2,4,675,795,735,0.6210739439,0.4368771491,0.6913476369,2.982060662,,2,198.75,1,0,1,1,1,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
413,Seven07707 S 4th St Champaign IL 61820,40.100216,-88.2333551,799 - 1670,-4,Apartments.com,5 day Ago,Champaign,,4,799,1670,1234.5,0.2989478017,0.5230992007,0.8078825929,3.211473394,,3,417.5,0,0,0,0,0,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
414,Colonial Apartments1101 S Mattis Ave Champaign IL 61821,40.1078681,-88.2760696,510 - 900,1-3,Apartments.com,2 weeks Ago,Champaign,1,3,510,900,705,2.460400534,2.355012208,2.602592235,1.223235104,,5,300,0,1,0,1,1,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
415,Place at 117117 Sterling Ct Savoy IL 61874,40.067406,-88.239682,340 - 560,2-4,Apartments.com,7 hours Ago,Champaign,2,4,340,560,450,2.554936204,2.814252842,3.075360521,3.50688452,,4,140,1,1,0,0,0,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
416,Capstone Quarters1901 N Lincoln Ave Urbana IL 61801,40.1299451,-88.2201183,475 - 625,2-4,Apartments.com,1 day Ago,Urbana,2,4,475,625,550,1.890819946,1.653574242,1.36877836,4.529749158,,5,156.25,0,1,0,1,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
417,Amber Pointe2002 E Amber Ln Urbana IL 61802,40.0878276,-88.1821972,870 - 1015,1-2,Apartments.com,4 day Ago,Urbana,1,2,870,1015,942.5,2.74444816,2.944240943,2.851075979,5.937286525,,3,507.5,0,1,0,1,0,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
418,Michigan East - Campus Property Management404 E Michigan Ave Urbana IL 61801,40.1025188,-88.2032589,550 - 824,1-3,Apartments.com,1 week Ago,Urbana,1,3,550,824,687,1.407164102,1.53439283,1.378820609,4.80973799,,5,274.6666667,1,0,0,1,0,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
419,Windsor West Apartments2502 Fields South Dr Champaign IL 61822,40.0818554,-88.3084213,1040 - 1495,1-3,Apartments.com,New,Champaign,1,3,1040,1495,1267.5,4.416862574,4.438994547,4.747952106,1.27513954,,3,498.3333333,0,1,0,0,0,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
420,Student Housing - West Quad29 E Green St Champaign IL 61820,40.1100114,-88.2413645,724 - 1619,1-4,Apartments.com,7 hours Ago,Champaign,1,4,724,1619,1171.5,0.7524073835,0.5458266735,0.7626526325,2.928479558,,5,404.75,1,1,0,0,1,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
421,The Legends4422 Nicklaus Dr Champaign IL 61822,40.0764014,-88.3173633,980 - 1515,1-3,Apartments.com,New,Champaign,1,3,980,1515,1247.5,4.993465368,5.02573718,5.3374959,1.866518669,,5,505,1,1,1,1,1,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
422,1107 S 2nd St1107 S 2nd St Champaign IL 61820,40.1044803,-88.2379551,2380,4,Apartments.com,1 week Ago,Champaign,4,4,2380,2380,2380,0.4327155588,0.4052326071,0.7279761044,3.008122261,,2,595,0,1,0,0,0,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
423,Gramercy Park Apartments2106 W White St Champaign IL 61821,40.1150054,-88.2839431,585 - 665,1-2,Apartments.com,2 weeks Ago,Champaign,1,2,585,665,625,2.96513618,2.817075231,3.024107228,1.376192748,,3,332.5,0,1,1,1,0,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
424,Town and Country1032 E Kerr Ave Urbana IL 61801,40.1222981,-88.1972664,550 - 981,1-2,Apartments.com,New,Urbana,1,2,550,981,765.5,2.152019751,2.072964571,1.75798335,5.407874267,,2,490.5,0,1,1,1,0,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
425,Skyline Tower519 E Green St Champaign IL 61820,40.1100984,-88.230677,1850 - 2775,2-3,Apartments.com,11 hours Ago,Champaign,2,3,1850,2775,2312.5,0.4504591637,0.1745147515,0.2023419083,3.470540734,,3,925,0,0,1,1,1,1,1,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
426,Gentry Square Apartments1712 Gentry Square Ln Champaign IL 61821,40.092248,-88.27505,900 - 1515,1-2,Apartments.com,5 hours Ago,Champaign,1,2,900,1515,1207.5,2.514809087,2.535592356,2.847180306,1.042724958,,2,757.5,0,1,1,0,0,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
427,Westgate Apartments LLC1600 W Bradley Ave Champaign IL 61821,40.1281324,-88.2747459,590 - 866,1-2,Apartments.com,New,Champaign,1,2,590,866,728,2.915359479,2.687351227,2.792623756,2.402337505,,4,433,1,1,1,0,0,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
428,Student Housing - HERE Champaign308 E Green St Champaign IL 61820,40.110503,-88.234227,749 - 1319,2-4,Apartments.com,7 hours Ago,Champaign,2,4,749,1319,1034,0.5295462639,0.2437824763,0.3840349227,3.298218757,,5,329.75,0,0,0,0,0,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
429,Latitude608 E University Ave Champaign IL 61820,40.1166544,-88.2297642,725 - 2499,1-4,Apartments.com,7 hours Ago,Champaign,1,4,725,2499,1612,0.9013084577,0.6286792351,0.4279069016,3.66303155,,5,624.75,0,0,1,1,1,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
430,520 Neil520 N Neil St Champaign IL 61820,40.1208835,-88.2432553,1595,1-2,Apartments.com,6 hours Ago,Champaign,1,2,1595,1595,1595,1.387975835,1.104992103,1.105295057,3.15987423,,2,797.5,0,0,0,0,1,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
431,Hunters Pond Apartment Homes2717 Hunters Pond Run Champaign IL 61820,40.1483209,-88.2446866,863 - 1390,1-2,Apartments.com,New,Champaign,1,2,863,1390,1126.5,3.187199403,2.894860075,2.7535427,4.419838834,,3,695,1,1,1,0,1,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
432,Watersedge936 Waterview Way Champaign IL 61822,40.1508051,-88.2601105,895 - 1285,1-3,Apartments.com,6 hours Ago,Champaign,1,3,895,1285,1090,3.631783192,3.342590652,3.269445361,4.148990924,,2,428.3333333,1,1,1,0,0,1,0,0,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
433,First Column Student Living512 E Green St Champaign IL 61820,40.1105814,-88.2314749,709 - 925,2-4,Apartments.com,1 day Ago,Champaign,2,4,709,925,817,0.4893141188,0.2023005426,0.2385691369,3.439144664,,2,231.25,1,1,1,1,0,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
434,Baytowne Apartments LLC1000 Baytowne Dr Champaign IL 61822,40.1421546,-88.2664718,865 - 1780,1-2,Apartments.com,New,Champaign,1,2,865,1780,1322.5,3.291972283,3.015806548,3.005948203,3.465159597,,3,890,1,1,1,1,0,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
435,Lancaster Apartments112 E Chalmers St Champaign IL 61820,40.1066871,-88.2373005,710 - 770,3-4,Apartments.com,1 day Ago,Champaign,3,4,710,770,740,0.4476324441,0.3133924242,0.6166152042,3.073020117,,2,192.5,1,1,0,1,0,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
436,Fields South3301 Fields South Dr Champaign IL 61822,40.0855894,-88.3084813,1150 - 1950,1-3,Apartments.com,1 day Ago,Champaign,1,3,1150,1950,1550,4.338784156,4.344693365,4.647850563,1.082250548,,5,650,1,0,0,0,0,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
437,Maywood Apartments51 E John St Champaign IL 61820,40.1085129,-88.2396968,675 - 795,2-4,Apartments.com,1 day Ago,Champaign,2,4,675,795,735,0.6210739439,0.4368771491,0.6913476369,2.982060662,,2,198.75,0,0,1,1,0,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
438,Seven07707 S 4th St Champaign IL 61820,40.100216,-88.2333551,799 - 1670,-4,Apartments.com,5 day Ago,Champaign,,4,799,1670,1234.5,0.2989478017,0.5230992007,0.8078825929,3.211473394,,4,417.5,0,1,1,1,1,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
439,Colonial Apartments1101 S Mattis Ave Champaign IL 61821,40.1078681,-88.2760696,510 - 900,1-3,Apartments.com,2 weeks Ago,Champaign,1,3,510,900,705,2.460400534,2.355012208,2.602592235,1.223235104,,2,300,0,1,1,1,1,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
440,Place at 117117 Sterling Ct Savoy IL 61874,40.067406,-88.239682,340 - 560,2-4,Apartments.com,7 hours Ago,Champaign,2,4,340,560,450,2.554936204,2.814252842,3.075360521,3.50688452,,4,140,1,1,0,0,1,1,1,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
441,Capstone Quarters1901 N Lincoln Ave Urbana IL 61801,40.1299451,-88.2201183,475 - 625,2-4,Apartments.com,1 day Ago,Urbana,2,4,475,625,550,1.890819946,1.653574242,1.36877836,4.529749158,,2,156.25,1,0,1,0,1,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
442,Amber Pointe2002 E Amber Ln Urbana IL 61802,40.0878276,-88.1821972,870 - 1015,1-2,Apartments.com,4 day Ago,Urbana,1,2,870,1015,942.5,2.74444816,2.944240943,2.851075979,5.937286525,,3,507.5,1,1,0,0,0,1,0,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
443,Michigan East - Campus Property Management404 E Michigan Ave Urbana IL 61801,40.1025188,-88.2032589,550 - 824,1-3,Apartments.com,1 week Ago,Urbana,1,3,550,824,687,1.407164102,1.53439283,1.378820609,4.80973799,,3,274.6666667,0,1,0,1,0,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
444,Windsor West Apartments2502 Fields South Dr Champaign IL 61822,40.0818554,-88.3084213,1040 - 1495,1-3,Apartments.com,New,Champaign,1,3,1040,1495,1267.5,4.416862574,4.438994547,4.747952106,1.27513954,,4,498.3333333,0,0,0,1,1,1,1,0,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
445,Student Housing - West Quad29 E Green St Champaign IL 61820,40.1100114,-88.2413645,724 - 1619,1-4,Apartments.com,7 hours Ago,Champaign,1,4,724,1619,1171.5,0.7524073835,0.5458266735,0.7626526325,2.928479558,,2,404.75,0,1,0,1,1,1,1,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
446,The Legends4422 Nicklaus Dr Champaign IL 61822,40.0764014,-88.3173633,980 - 1515,1-3,Apartments.com,New,Champaign,1,3,980,1515,1247.5,4.993465368,5.02573718,5.3374959,1.866518669,,3,505,0,0,0,0,0,1,0,1,0,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
447,1107 S 2nd St1107 S 2nd St Champaign IL 61820,40.1044803,-88.2379551,2380,4,Apartments.com,1 week Ago,Champaign,4,4,2380,2380,2380,0.4327155588,0.4052326071,0.7279761044,3.008122261,,5,595,1,1,0,0,0,1,0,1,1,40.1036099,-88.2298467,40.1076536,-88.2315064,40.1108408,-88.226973,40.0966122,-88.2939348
